City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,cuyo,10.8525,121.0086,83.98,80,100,23.53,PH,1690347511
344,puerto armuelles,8.2833,-82.8667,82.09,70,100,3.0,PA,1690347511
345,cascais,38.6979,-9.4215,64.94,82,1,30.0,PT,1690347511
346,akdepe,42.0551,59.3788,98.69,16,34,6.04,TM,1690347512
347,torghay,49.6339,63.4981,81.34,41,83,4.05,KZ,1690347512
348,sibi,29.5448,67.8764,80.24,87,100,6.13,PK,1690347512
349,pamandzi,-12.7967,45.2794,80.38,69,40,13.8,YT,1690347512
350,igarka,67.4667,86.5833,76.62,54,2,5.17,RU,1690347512
351,kongsberg,59.6652,9.6465,49.17,84,92,1.32,NO,1690347513
352,taroa,8.7058,171.2275,79.72,87,100,11.14,MH,1690347513
353,san lorenzo de esmeraldas,1.2883,-78.8369,77.99,87,100,5.53,EC,1690347513
354,argo,37.6333,22.7333,91.04,22,0,4.14,GR,1690347513
355,shagonar,51.5333,92.8,71.89,49,98,3.56,RU,1690347514
356,castillos,-34.1667,-53.8333,55.2,97,100,7.63,UY,1690347514
357,formiga,-20.4644,-45.4264,59.88,57,19,3.18,BR,1690347514
358,uige,-7.6087,15.0613,57.92,97,26,2.42,AO,1690347514
359,sovetskiy,61.3614,63.5842,72.64,51,41,4.92,RU,1690347514
360,queenstown,-31.8976,26.8753,48.16,22,38,5.79,ZA,1690347514
361,mejit,10.2753,170.8646,82.99,81,100,18.63,MH,1690347515
362,goshaingaon,26.4379,89.9788,82.99,85,100,4.85,IN,1690347515
